species,decimalLatitude,decimalLongitude,coordinateUncertaintyInMeters,basisOfRecord,depth
Euthynnus alletteratus,27.865825,-96.30638,NA,HUMAN_OBSERVATION,NA
Euthynnus alletteratus,25.38732,-80.122619,5,HUMAN_OBSERVATION,NA
Euthynnus alletteratus,25.387317,-80.122642,5,HUMAN_OBSERVATION,NA
Euthynnus alletteratus,21.363737,-86.586503,NA,HUMAN_OBSERVATION,NA
Euthynnus alletteratus,27.265496,-96.462512,37275,HUMAN_OBSERVATION,NA
Euthynnus alletteratus,27.570123,-96.4802,977,HUMAN_OBSERVATION,NA
Euthynnus alletteratus,35.819078,-75.42008,4988,HUMAN_OBSERVATION,NA
Euthynnus alletteratus,38.722694,13.189559,61,HUMAN_OBSERVATION,NA
Euthynnus alletteratus,36.144661,29.607367,NA,HUMAN_OBSERVATION,NA
Euthynnus alletteratus,40.743245,-72.460142,NA,HUMAN_OBSERVATION,NA
Euthynnus alletteratus,36.149522,29.593441,779,HUMAN_OBSERVATION,NA
Euthynnus alletteratus,41.322301,-70.045506,1365,HUMAN_OBSERVATION,NA
Euthynnus alletteratus,27.854959,-94.738866,13267,HUMAN_OBSERVATION,NA
Euthynnus alletteratus,11.2926,-73.59242,NA,HUMAN_OBSERVATION,NA
Euthynnus alletteratus,11.2926,-73.59242,NA,HUMAN_OBSERVATION,NA
Euthynnus alletteratus,11.2926,-73.59242,NA,HUMAN_OBSERVATION,NA
Euthynnus alletteratus,11.2926,-73.59242,NA,HUMAN_OBSERVATION,NA
Euthynnus alletteratus,11.3502,-74.1386,NA,HUMAN_OBSERVATION,NA
Euthynnus alletteratus,11.3502,-74.1386,NA,HUMAN_OBSERVATION,NA
Euthynnus alletteratus,11.3502,-74.1386,NA,HUMAN_OBSERVATION,NA
Euthynnus alletteratus,11.3502,-74.1386,NA,HUMAN_OBSERVATION,NA
Euthynnus alletteratus,11.3882,-74.1759,NA,HUMAN_OBSERVATION,NA
Euthynnus alletteratus,11.3882,-74.1759,NA,HUMAN_OBSERVATION,NA
Euthynnus alletteratus,11.3882,-74.1759,NA,HUMAN_OBSERVATION,NA
Euthynnus alletteratus,11.3502,-74.1386,NA,HUMAN_OBSERVATION,NA
Euthynnus alletteratus,11.3882,-74.1759,NA,HUMAN_OBSERVATION,NA
Euthynnus alletteratus,11.3882,-74.1759,NA,HUMAN_OBSERVATION,NA
Euthynnus alletteratus,11.3882,-74.1759,NA,HUMAN_OBSERVATION,NA
Euthynnus alletteratus,11.3882,-74.1759,NA,HUMAN_OBSERVATION,NA
Euthynnus alletteratus,24.902331,-80.632329,977,HUMAN_OBSERVATION,NA
Euthynnus alletteratus,11.18138,-74.11412,NA,HUMAN_OBSERVATION,NA
Euthynnus alletteratus,11.418,-74.21576,NA,HUMAN_OBSERVATION,NA
Euthynnus alletteratus,11.1958,-73.58473,NA,HUMAN_OBSERVATION,NA
Euthynnus alletteratus,11.102,-74.15302,NA,HUMAN_OBSERVATION,NA
Euthynnus alletteratus,11.86,-74.17428,NA,HUMAN_OBSERVATION,NA
Euthynnus alletteratus,11.531,-74.2046,NA,HUMAN_OBSERVATION,NA
Euthynnus alletteratus,11.746,-74.20205,NA,HUMAN_OBSERVATION,NA
Euthynnus alletteratus,11.746,-74.20205,NA,HUMAN_OBSERVATION,NA
Euthynnus alletteratus,11.1415,-74.14111,NA,HUMAN_OBSERVATION,NA
Euthynnus alletteratus,11.1415,-74.14111,NA,HUMAN_OBSERVATION,NA
Euthynnus alletteratus,11.1634,-74.12335,NA,HUMAN_OBSERVATION,NA
Euthynnus alletteratus,11.2094,-74.9489,NA,HUMAN_OBSERVATION,NA
Euthynnus alletteratus,11.2094,-74.9489,NA,HUMAN_OBSERVATION,NA
Euthynnus alletteratus,11.2094,-74.9489,NA,HUMAN_OBSERVATION,NA
Euthynnus alletteratus,11.20283,-73.57314,NA,HUMAN_OBSERVATION,NA
Euthynnus alletteratus,28.202631,-91.817922,183243,HUMAN_OBSERVATION,NA
Euthynnus alletteratus,27.40185,-96.453174,14616,HUMAN_OBSERVATION,NA
Euthynnus alletteratus,35.229,-75.546097,NA,PRESERVED_SPECIMEN,NA
Euthynnus alletteratus,30.390435,-86.593338,2,HUMAN_OBSERVATION,NA
Euthynnus alletteratus,30.258988,-88.11338,100,HUMAN_OBSERVATION,NA
Euthynnus alletteratus,30.25887,-88.113444,5,HUMAN_OBSERVATION,NA
Euthynnus alletteratus,27.361317,-96.556768,18383,HUMAN_OBSERVATION,NA
Euthynnus alletteratus,12.173763,-68.292299,10,HUMAN_OBSERVATION,NA
Euthynnus alletteratus,26.750912,-96.547438,16430,HUMAN_OBSERVATION,NA
Euthynnus alletteratus,41.510588,-71.012581,6,HUMAN_OBSERVATION,NA
Euthynnus alletteratus,24.480551,-89.886553,788772,HUMAN_OBSERVATION,NA
Euthynnus alletteratus,40.984247,8.196108,1010,HUMAN_OBSERVATION,NA
Euthynnus alletteratus,27.744136,-95.492752,9980,HUMAN_OBSERVATION,NA
Euthynnus alletteratus,27.501474,-93.401241,25,HUMAN_OBSERVATION,NA
Euthynnus alletteratus,42.389268,18.793153,27661,HUMAN_OBSERVATION,NA
Euthynnus alletteratus,27.361026,-96.704233,10248,HUMAN_OBSERVATION,NA
Euthynnus alletteratus,27.035157,-96.892493,14242,HUMAN_OBSERVATION,NA
Euthynnus alletteratus,27.397623,-96.571544,5823,HUMAN_OBSERVATION,NA
Euthynnus alletteratus,27.838376,-97.067519,NA,HUMAN_OBSERVATION,NA
Euthynnus alletteratus,27.764937,-95.699937,NA,HUMAN_OBSERVATION,NA
Euthynnus alletteratus,11.381944,-73.977444,NA,HUMAN_OBSERVATION,NA
Euthynnus alletteratus,11.381917,-73.977444,NA,HUMAN_OBSERVATION,NA
Euthynnus alletteratus,27.312745,-96.311688,4564,HUMAN_OBSERVATION,NA
Euthynnus alletteratus,24.6617,-81.462263,NA,HUMAN_OBSERVATION,NA
Euthynnus alletteratus,11.361722,-74.192167,NA,HUMAN_OBSERVATION,NA
Euthynnus alletteratus,11.388722,-74.123889,NA,HUMAN_OBSERVATION,NA
Euthynnus alletteratus,11.387083,-74.026472,NA,HUMAN_OBSERVATION,NA
Euthynnus alletteratus,11.397686,-74.154889,NA,HUMAN_OBSERVATION,NA
Euthynnus alletteratus,11.382611,-73.977444,NA,HUMAN_OBSERVATION,NA
Euthynnus alletteratus,11.382083,-73.977444,NA,HUMAN_OBSERVATION,NA
Euthynnus alletteratus,11.385058,-74.176389,NA,HUMAN_OBSERVATION,NA
Euthynnus alletteratus,11.382917,-73.977444,NA,HUMAN_OBSERVATION,NA
Euthynnus alletteratus,11.383056,-73.977444,NA,HUMAN_OBSERVATION,NA
Euthynnus alletteratus,36.251282,29.383687,488,HUMAN_OBSERVATION,NA
Euthynnus alletteratus,41.160283,-72.23355,6,HUMAN_OBSERVATION,NA
Euthynnus alletteratus,37.204977,-1.811485,13,HUMAN_OBSERVATION,NA
Euthynnus alletteratus,11.365444,-74.067361,NA,HUMAN_OBSERVATION,NA
Euthynnus alletteratus,11.369611,-74.201778,NA,HUMAN_OBSERVATION,NA
Euthynnus alletteratus,11.359194,-73.950417,NA,HUMAN_OBSERVATION,NA
Euthynnus alletteratus,11.353889,-73.95875,NA,HUMAN_OBSERVATION,NA
Euthynnus alletteratus,11.365444,-74.0535,NA,HUMAN_OBSERVATION,NA
Euthynnus alletteratus,11.359111,-73.929528,NA,HUMAN_OBSERVATION,NA
Euthynnus alletteratus,35.101398,-75.239304,16600,PRESERVED_SPECIMEN,NA
Euthynnus alletteratus,21.257363,-89.80509,879,HUMAN_OBSERVATION,NA
Euthynnus alletteratus,16.094177,-86.92721,16829,HUMAN_OBSERVATION,NA
Euthynnus alletteratus,21.27498,-86.648254,1953,HUMAN_OBSERVATION,NA
Euthynnus alletteratus,27.420476,-96.475747,14818,HUMAN_OBSERVATION,NA
Euthynnus alletteratus,34.50347,-77.121884,28818,HUMAN_OBSERVATION,NA
Euthynnus alletteratus,27.017472,-96.742481,20718,HUMAN_OBSERVATION,NA
Euthynnus alletteratus,41.357055,-70.448447,NA,HUMAN_OBSERVATION,NA
Euthynnus alletteratus,27.131988,-96.379301,77939,HUMAN_OBSERVATION,NA
Euthynnus alletteratus,35.1525,-75.302002,6230,PRESERVED_SPECIMEN,NA
Euthynnus alletteratus,34.685398,-76.047302,NA,PRESERVED_SPECIMEN,NA
Euthynnus alletteratus,30.420071,-86.617031,5746,HUMAN_OBSERVATION,NA
Euthynnus alletteratus,27.22339,-96.47832,29524,HUMAN_OBSERVATION,NA
Euthynnus alletteratus,41.387471,-70.049978,517,HUMAN_OBSERVATION,NA
Euthynnus alletteratus,16.1298,-61.7738,100,HUMAN_OBSERVATION,7.87
Euthynnus alletteratus,39.35,-0.3,707,UNKNOWN,NA
Euthynnus alletteratus,32.191283,34.778857,977,HUMAN_OBSERVATION,NA
Euthynnus alletteratus,34.636689,-76.693474,3906,HUMAN_OBSERVATION,NA
Euthynnus alletteratus,-24.477376,-46.674756,155,HUMAN_OBSERVATION,NA
Euthynnus alletteratus,24.6633,-81.0994,NA,HUMAN_OBSERVATION,6.9
Euthynnus alletteratus,24.6633,-81.0991,NA,HUMAN_OBSERVATION,6.6
Euthynnus alletteratus,24.6542,-80.1214,NA,HUMAN_OBSERVATION,5.8
Euthynnus alletteratus,24.6723,-81.0632,NA,HUMAN_OBSERVATION,7.9
Euthynnus alletteratus,24.6325,-81.0887,NA,HUMAN_OBSERVATION,4.6
Euthynnus alletteratus,24.60084,-81.24953,NA,HUMAN_OBSERVATION,10.6
Euthynnus alletteratus,24.6722,-81.063,NA,HUMAN_OBSERVATION,7.9
Euthynnus alletteratus,24.60332,-81.20619,NA,HUMAN_OBSERVATION,7.8
Euthynnus alletteratus,24.6684,-80.1016,NA,HUMAN_OBSERVATION,5.2
Euthynnus alletteratus,24.58526,-81.25329,NA,HUMAN_OBSERVATION,10.3
Euthynnus alletteratus,24.6683,-80.1017,NA,HUMAN_OBSERVATION,5.4
Euthynnus alletteratus,24.59466,-81.22174,NA,HUMAN_OBSERVATION,10.3
Euthynnus alletteratus,24.59419,-81.22164,NA,HUMAN_OBSERVATION,10.3
Euthynnus alletteratus,24.58651,-81.2363,NA,HUMAN_OBSERVATION,16.4
Euthynnus alletteratus,24.6863,-80.9627,NA,HUMAN_OBSERVATION,3.9
Euthynnus alletteratus,24.6861,-80.9662,NA,HUMAN_OBSERVATION,3.2
Euthynnus alletteratus,24.6819,-80.9704,NA,HUMAN_OBSERVATION,5.7
Euthynnus alletteratus,24.51635,-81.92186,NA,HUMAN_OBSERVATION,3.9
Euthynnus alletteratus,24.47432,-81.90215,NA,HUMAN_OBSERVATION,10.1
Euthynnus alletteratus,24.50884,-81.7286,NA,HUMAN_OBSERVATION,6.7
Euthynnus alletteratus,24.47862,-81.94332,NA,HUMAN_OBSERVATION,6.7
Euthynnus alletteratus,24.51185,-81.96026,NA,HUMAN_OBSERVATION,3.7
Euthynnus alletteratus,24.48336,-81.94686,NA,HUMAN_OBSERVATION,8.4
Euthynnus alletteratus,24.47073,-81.80087,NA,HUMAN_OBSERVATION,13
Euthynnus alletteratus,24.44605,-81.95095,NA,HUMAN_OBSERVATION,10.6
Euthynnus alletteratus,24.47448,-81.76501,NA,HUMAN_OBSERVATION,4.6
Euthynnus alletteratus,24.44311,-81.93522,NA,HUMAN_OBSERVATION,11.5
Euthynnus alletteratus,24.47103,-81.76838,NA,HUMAN_OBSERVATION,6.7
Euthynnus alletteratus,24.45664,-81.8696,NA,HUMAN_OBSERVATION,8.1
Euthynnus alletteratus,24.43205,-81.98934,NA,HUMAN_OBSERVATION,26.8
Euthynnus alletteratus,24.43184,-81.9886,NA,HUMAN_OBSERVATION,28.1
Euthynnus alletteratus,24.45033,-81.87049,NA,HUMAN_OBSERVATION,13.6
Euthynnus alletteratus,24.44344,-81.93538,NA,HUMAN_OBSERVATION,7.9
Euthynnus alletteratus,24.47152,-81.7684,NA,HUMAN_OBSERVATION,4.9
Euthynnus alletteratus,24.43251,-81.98589,NA,HUMAN_OBSERVATION,22.5
Euthynnus alletteratus,24.43686,-81.98915,NA,HUMAN_OBSERVATION,16.8
Euthynnus alletteratus,24.44939,-81.86186,NA,HUMAN_OBSERVATION,21.7
Euthynnus alletteratus,24.44907,-81.86214,NA,HUMAN_OBSERVATION,19.5
Euthynnus alletteratus,24.45033,-81.87049,NA,HUMAN_OBSERVATION,15.6
Euthynnus alletteratus,24.4499,-81.86018,NA,HUMAN_OBSERVATION,12.2
Euthynnus alletteratus,24.5054,-81.7105,NA,HUMAN_OBSERVATION,8.7
Euthynnus alletteratus,24.49176,-81.71967,NA,HUMAN_OBSERVATION,7.5
Euthynnus alletteratus,24.48062,-81.70851,NA,HUMAN_OBSERVATION,8.2
Euthynnus alletteratus,24.50557,-81.7109,NA,HUMAN_OBSERVATION,8.8
Euthynnus alletteratus,24.48003,-81.70894,NA,HUMAN_OBSERVATION,11.6
Euthynnus alletteratus,24.48011,-81.70889,NA,HUMAN_OBSERVATION,10.1
Euthynnus alletteratus,24.48275,-81.71792,NA,HUMAN_OBSERVATION,2.1
Euthynnus alletteratus,24.48014,-81.72742,NA,HUMAN_OBSERVATION,9.1
Euthynnus alletteratus,24.48182,-81.7092,NA,HUMAN_OBSERVATION,4.3
Euthynnus alletteratus,24.46347,-81.83902,NA,HUMAN_OBSERVATION,4.9
Euthynnus alletteratus,24.46192,-81.84518,NA,HUMAN_OBSERVATION,1.5
Euthynnus alletteratus,24.479,-81.72768,NA,HUMAN_OBSERVATION,8.8
Euthynnus alletteratus,24.45492,-81.85929,NA,HUMAN_OBSERVATION,3.8
Euthynnus alletteratus,24.45534,-81.85931,NA,HUMAN_OBSERVATION,3.6
Euthynnus alletteratus,24.45511,-81.85935,NA,HUMAN_OBSERVATION,4.5
Euthynnus alletteratus,24.45664,-81.85772,NA,HUMAN_OBSERVATION,2.3
Euthynnus alletteratus,24.45835,-81.8732,NA,HUMAN_OBSERVATION,7.3
Euthynnus alletteratus,24.4582,-81.8734,NA,HUMAN_OBSERVATION,7.3
Euthynnus alletteratus,24.46222,-81.84506,NA,HUMAN_OBSERVATION,1.7
Euthynnus alletteratus,24.45398,-81.85545,NA,HUMAN_OBSERVATION,11.5
Euthynnus alletteratus,24.45702,-81.85751,NA,HUMAN_OBSERVATION,4.6
Euthynnus alletteratus,24.4549,-81.87419,NA,HUMAN_OBSERVATION,6.3
Euthynnus alletteratus,24.45702,-81.87892,NA,HUMAN_OBSERVATION,3.2
Euthynnus alletteratus,24.45705,-81.87865,NA,HUMAN_OBSERVATION,2.4
Euthynnus alletteratus,24.45063,-81.87394,NA,HUMAN_OBSERVATION,19.5
Euthynnus alletteratus,24.6843,-80.9667,NA,HUMAN_OBSERVATION,3.4
Euthynnus alletteratus,24.5945,-81.22964,NA,HUMAN_OBSERVATION,8.7
Euthynnus alletteratus,24.6684,-81.0686,NA,HUMAN_OBSERVATION,6.4
Euthynnus alletteratus,24.6541,-80.1216,NA,HUMAN_OBSERVATION,6.7
Euthynnus alletteratus,24.6683,-81.0688,NA,HUMAN_OBSERVATION,6.9
Euthynnus alletteratus,24.6325,-81.0889,NA,HUMAN_OBSERVATION,4.8
Euthynnus alletteratus,24.60337,-81.20557,NA,HUMAN_OBSERVATION,7.2
Euthynnus alletteratus,24.59653,-81.26408,NA,HUMAN_OBSERVATION,7.9
Euthynnus alletteratus,24.59639,-81.26411,NA,HUMAN_OBSERVATION,9.3
Euthynnus alletteratus,24.60077,-81.24926,NA,HUMAN_OBSERVATION,11.2
Euthynnus alletteratus,24.6305,-81.0877,NA,HUMAN_OBSERVATION,10.9
Euthynnus alletteratus,24.58701,-81.23645,NA,HUMAN_OBSERVATION,14.5
Euthynnus alletteratus,24.6304,-81.0873,NA,HUMAN_OBSERVATION,12.2
Euthynnus alletteratus,24.58531,-81.25301,NA,HUMAN_OBSERVATION,10
Euthynnus alletteratus,24.6863,-80.9625,NA,HUMAN_OBSERVATION,4
Euthynnus alletteratus,24.686,-80.9659,NA,HUMAN_OBSERVATION,3.4
Euthynnus alletteratus,24.682,-80.9702,NA,HUMAN_OBSERVATION,5.5
Euthynnus alletteratus,24.51193,-81.96059,NA,HUMAN_OBSERVATION,4.2
Euthynnus alletteratus,24.47639,-81.94819,NA,HUMAN_OBSERVATION,9.3
Euthynnus alletteratus,24.50907,-81.72877,NA,HUMAN_OBSERVATION,5.7
Euthynnus alletteratus,24.516,-81.9219,NA,HUMAN_OBSERVATION,3.7
Euthynnus alletteratus,24.48307,-81.94725,NA,HUMAN_OBSERVATION,7.9
Euthynnus alletteratus,24.47421,-81.90217,NA,HUMAN_OBSERVATION,8.1
Euthynnus alletteratus,24.47654,-81.94774,NA,HUMAN_OBSERVATION,8.1
Euthynnus alletteratus,24.4786,-81.94274,NA,HUMAN_OBSERVATION,7.3
Euthynnus alletteratus,24.47851,-81.94781,NA,HUMAN_OBSERVATION,9
Euthynnus alletteratus,24.48647,-81.84793,NA,HUMAN_OBSERVATION,7.9
Euthynnus alletteratus,24.47816,-81.94773,NA,HUMAN_OBSERVATION,7
Euthynnus alletteratus,24.48659,-81.83593,NA,HUMAN_OBSERVATION,7.6
Euthynnus alletteratus,24.48661,-81.83556,NA,HUMAN_OBSERVATION,6.6
Euthynnus alletteratus,24.48663,-81.84817,NA,HUMAN_OBSERVATION,8.1
Euthynnus alletteratus,24.47097,-81.80071,NA,HUMAN_OBSERVATION,11.2
Euthynnus alletteratus,24.4749,-81.76513,NA,HUMAN_OBSERVATION,6
Euthynnus alletteratus,24.43224,-81.98589,NA,HUMAN_OBSERVATION,24.1
Euthynnus alletteratus,24.45022,-81.86072,NA,HUMAN_OBSERVATION,21.4
Euthynnus alletteratus,24.44627,-81.9515,NA,HUMAN_OBSERVATION,11
Euthynnus alletteratus,24.43386,-81.97798,NA,HUMAN_OBSERVATION,20.7
Euthynnus alletteratus,24.43405,-81.97873,NA,HUMAN_OBSERVATION,20.7
Euthynnus alletteratus,24.43702,-81.98905,NA,HUMAN_OBSERVATION,16.4
Euthynnus alletteratus,24.45666,-81.86894,NA,HUMAN_OBSERVATION,8.2
Euthynnus alletteratus,24.48024,-81.72748,NA,HUMAN_OBSERVATION,8.8
Euthynnus alletteratus,24.4548,-81.85914,NA,HUMAN_OBSERVATION,4.9
Euthynnus alletteratus,24.50961,-81.72105,NA,HUMAN_OBSERVATION,6.6
Euthynnus alletteratus,24.48304,-81.71767,NA,HUMAN_OBSERVATION,2.3
Euthynnus alletteratus,24.48134,-81.70932,NA,HUMAN_OBSERVATION,4.6
Euthynnus alletteratus,24.45053,-81.875470000000007,NA,HUMAN_OBSERVATION,17.4
Euthynnus alletteratus,24.45323,-81.87159,NA,HUMAN_OBSERVATION,7.5
Euthynnus alletteratus,24.45317,-81.87207,NA,HUMAN_OBSERVATION,7.8
Euthynnus alletteratus,24.45458,-81.87385,NA,HUMAN_OBSERVATION,6.4
Euthynnus alletteratus,24.50949,-81.72081,NA,HUMAN_OBSERVATION,5.8
Euthynnus alletteratus,24.49168,-81.72002,NA,HUMAN_OBSERVATION,7
Euthynnus alletteratus,24.48073,-81.7081,NA,HUMAN_OBSERVATION,8.7
Euthynnus alletteratus,24.45864,-81.84565,NA,HUMAN_OBSERVATION,8.5
Euthynnus alletteratus,24.45842,-81.84601,NA,HUMAN_OBSERVATION,8.4
Euthynnus alletteratus,24.46302,-81.83921,NA,HUMAN_OBSERVATION,4.9
Euthynnus alletteratus,24.46347,-81.84319,NA,HUMAN_OBSERVATION,3.4
Euthynnus alletteratus,24.45067,-81.87522,NA,HUMAN_OBSERVATION,16
Euthynnus alletteratus,24.45046,-81.87349,NA,HUMAN_OBSERVATION,19.4
Euthynnus alletteratus,24.45111,-81.88139,NA,HUMAN_OBSERVATION,13.7
Euthynnus alletteratus,24.47854,-81.72732,NA,HUMAN_OBSERVATION,9.6
Euthynnus alletteratus,24.46355,-81.8429,NA,HUMAN_OBSERVATION,2.3
Euthynnus alletteratus,24.45394,-81.85591,NA,HUMAN_OBSERVATION,10.9
Euthynnus alletteratus,24.6842,-80.9666,NA,HUMAN_OBSERVATION,4.3
Euthynnus alletteratus,24.5948,-81.22971,NA,HUMAN_OBSERVATION,10.6
Euthynnus alletteratus,24.45143,-81.88186,NA,HUMAN_OBSERVATION,12.2
Euthynnus alletteratus,24.66164,-82.84752,NA,HUMAN_OBSERVATION,11.8
Euthynnus alletteratus,24.66147,-82.84743,NA,HUMAN_OBSERVATION,11.6
Euthynnus alletteratus,24.72389,-82.81352,NA,HUMAN_OBSERVATION,17
Euthynnus alletteratus,24.72269,-82.83127,NA,HUMAN_OBSERVATION,19.2
Euthynnus alletteratus,24.72397,-82.81369,NA,HUMAN_OBSERVATION,17.7
Euthynnus alletteratus,24.72261,-82.8312,NA,HUMAN_OBSERVATION,18.8
Euthynnus alletteratus,24.58263,-82.91177,NA,HUMAN_OBSERVATION,11.2
Euthynnus alletteratus,24.57854,-82.9184,NA,HUMAN_OBSERVATION,10.9
Euthynnus alletteratus,24.58276,-82.91179,NA,HUMAN_OBSERVATION,10.7
Euthynnus alletteratus,24.57858,-82.91853,NA,HUMAN_OBSERVATION,11
Euthynnus alletteratus,24.584,-82.9031,NA,HUMAN_OBSERVATION,10.1
Euthynnus alletteratus,24.58394,-82.90295,NA,HUMAN_OBSERVATION,9
Euthynnus alletteratus,24.59122,-82.87611,NA,HUMAN_OBSERVATION,14.2
Euthynnus alletteratus,24.5913,-82.87609,NA,HUMAN_OBSERVATION,14
Euthynnus alletteratus,24.71905,-82.77438,NA,HUMAN_OBSERVATION,25
Euthynnus alletteratus,24.71897,-82.77443,NA,HUMAN_OBSERVATION,24.7
Euthynnus alletteratus,24.72247,-82.7849,NA,HUMAN_OBSERVATION,16
Euthynnus alletteratus,24.72251,-82.79657,NA,HUMAN_OBSERVATION,14.2
Euthynnus alletteratus,24.72431,-82.78421,NA,HUMAN_OBSERVATION,19.4
Euthynnus alletteratus,24.72254,-82.78513,NA,HUMAN_OBSERVATION,15.1
Euthynnus alletteratus,24.72246,-82.79674,NA,HUMAN_OBSERVATION,13.6
Euthynnus alletteratus,24.72444,-82.80699,NA,HUMAN_OBSERVATION,16.2
Euthynnus alletteratus,24.72407,-82.77454,NA,HUMAN_OBSERVATION,27
Euthynnus alletteratus,24.72437,-82.77402,NA,HUMAN_OBSERVATION,27.6
Euthynnus alletteratus,24.72394,-82.78387,NA,HUMAN_OBSERVATION,19.7
Euthynnus alletteratus,24.72444,-82.80699,NA,HUMAN_OBSERVATION,16
Euthynnus alletteratus,24.73138,-82.79601,NA,HUMAN_OBSERVATION,17.9
Euthynnus alletteratus,24.72431,-82.79098,NA,HUMAN_OBSERVATION,14.9
Euthynnus alletteratus,24.72426,-82.79076,NA,HUMAN_OBSERVATION,13.9
Euthynnus alletteratus,24.73296,-82.79597,NA,HUMAN_OBSERVATION,17.9
Euthynnus alletteratus,24.73138,-82.79601,NA,HUMAN_OBSERVATION,17.4
Euthynnus alletteratus,24.73287,-82.79569,NA,HUMAN_OBSERVATION,18.5
Euthynnus alletteratus,24.59417,-82.91268,NA,HUMAN_OBSERVATION,13.3
Euthynnus alletteratus,24.59421,-82.91248,NA,HUMAN_OBSERVATION,9
Euthynnus alletteratus,24.59759,-82.86997,NA,HUMAN_OBSERVATION,19.4
Euthynnus alletteratus,24.59817,-82.91592,NA,HUMAN_OBSERVATION,16.6
Euthynnus alletteratus,24.59812,-82.91572,NA,HUMAN_OBSERVATION,15.3
Euthynnus alletteratus,24.59754,-82.86995,NA,HUMAN_OBSERVATION,14.8
Euthynnus alletteratus,24.71249,-82.79417,NA,HUMAN_OBSERVATION,11
Euthynnus alletteratus,24.71257,-82.79432,NA,HUMAN_OBSERVATION,11.8
Euthynnus alletteratus,24.61817,-82.86556,NA,HUMAN_OBSERVATION,10.1
Euthynnus alletteratus,24.61817,-82.8657,NA,HUMAN_OBSERVATION,10.7
Euthynnus alletteratus,24.62695,-82.85535,NA,HUMAN_OBSERVATION,12.7
Euthynnus alletteratus,24.63481,-82.85803,NA,HUMAN_OBSERVATION,10.7
Euthynnus alletteratus,24.62691,-82.85545,NA,HUMAN_OBSERVATION,12.2
Euthynnus alletteratus,24.63475,-82.85799,NA,HUMAN_OBSERVATION,10.7
Euthynnus alletteratus,24.62397,-82.85974,NA,HUMAN_OBSERVATION,7.9
Euthynnus alletteratus,24.71944,-82.79584,NA,HUMAN_OBSERVATION,11.6
Euthynnus alletteratus,24.72245,-82.78831,NA,HUMAN_OBSERVATION,13.6
Euthynnus alletteratus,24.71944,-82.79584,NA,HUMAN_OBSERVATION,12.1
Euthynnus alletteratus,24.6239,-82.85971,NA,HUMAN_OBSERVATION,7.8
Euthynnus alletteratus,24.72244,-82.78839,NA,HUMAN_OBSERVATION,14.2
Euthynnus alletteratus,24.72117,-82.83505,NA,HUMAN_OBSERVATION,12.2
Euthynnus alletteratus,24.72097,-82.8351,NA,HUMAN_OBSERVATION,11.9
Euthynnus alletteratus,24.57336,-82.91104,NA,HUMAN_OBSERVATION,10.9
Euthynnus alletteratus,24.57342,-82.9112,NA,HUMAN_OBSERVATION,10.1
Euthynnus alletteratus,24.59467,-82.87807,NA,HUMAN_OBSERVATION,6.3
Euthynnus alletteratus,24.59478,-82.87792,NA,HUMAN_OBSERVATION,6.9
Euthynnus alletteratus,24.59285,-82.88532,NA,HUMAN_OBSERVATION,5.8
Euthynnus alletteratus,24.59281,-82.8852,NA,HUMAN_OBSERVATION,6.7
Euthynnus alletteratus,24.59555,-82.87302,NA,HUMAN_OBSERVATION,6.1
Euthynnus alletteratus,24.58745,-82.89911,NA,HUMAN_OBSERVATION,8.5
Euthynnus alletteratus,24.59309,-82.90933,NA,HUMAN_OBSERVATION,8.1
Euthynnus alletteratus,24.59544,-82.87302,NA,HUMAN_OBSERVATION,6.1
Euthynnus alletteratus,24.5874,-82.8992,NA,HUMAN_OBSERVATION,7.9
Euthynnus alletteratus,24.59859,-82.91606,NA,HUMAN_OBSERVATION,9
Euthynnus alletteratus,24.5891,-82.89432,NA,HUMAN_OBSERVATION,11.5
Euthynnus alletteratus,24.58913,-82.8942,NA,HUMAN_OBSERVATION,11.9
Euthynnus alletteratus,24.66692,-82.83452,NA,HUMAN_OBSERVATION,6.4
Euthynnus alletteratus,24.66708,-82.83448,NA,HUMAN_OBSERVATION,5.1
Euthynnus alletteratus,24.66122,-82.8449,NA,HUMAN_OBSERVATION,6.4
Euthynnus alletteratus,24.66157,-82.84505,NA,HUMAN_OBSERVATION,6.7
Euthynnus alletteratus,24.6782,-82.82343,NA,HUMAN_OBSERVATION,9
Euthynnus alletteratus,24.67828,-82.823,NA,HUMAN_OBSERVATION,9.8
Euthynnus alletteratus,24.58149,-82.90782,NA,HUMAN_OBSERVATION,12.2
Euthynnus alletteratus,24.58103,-82.88788,NA,HUMAN_OBSERVATION,16.3
Euthynnus alletteratus,24.58152,-82.90793,NA,HUMAN_OBSERVATION,10.6
Euthynnus alletteratus,24.5811,-82.88802,NA,HUMAN_OBSERVATION,14.9
Euthynnus alletteratus,24.59255,-82.87194,NA,HUMAN_OBSERVATION,12.1
Euthynnus alletteratus,24.59263,-82.87199,NA,HUMAN_OBSERVATION,9.4
Euthynnus alletteratus,24.67177,-82.81731,NA,HUMAN_OBSERVATION,12.2
Euthynnus alletteratus,24.67177,-82.81736,NA,HUMAN_OBSERVATION,12.2
Euthynnus alletteratus,24.6753,-82.82604,NA,HUMAN_OBSERVATION,7.8
Euthynnus alletteratus,24.67526,-82.82599,NA,HUMAN_OBSERVATION,6.4
Euthynnus alletteratus,24.71284,-82.79196,NA,HUMAN_OBSERVATION,13.7
